country,year,iso_code,population,gdp,primary_energy_consumption,fossil_fuel_consumption,coal_consumption,oil_consumption,gas_consumption,low_carbon_consumption,nuclear_consumption,renewables_consumption,hydro_consumption,solar_consumption,wind_consumption,biofuel_consumption,other_renewable_consumption,calc_fossil_share_energy,calc_coal_share_energy,calc_oil_share_energy,calc_gas_share_energy,calc_low_carbon_share_energy,calc_nuclear_share_energy,calc_renewables_share_energy,calc_hydro_share_energy,calc_solar_share_energy,calc_wind_share_energy,calc_biofuel_share_energy,calc_other_renewable_share_energy
Serbia,2022,SRB,7221365,116834639872,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles,2015,SYC,99260,2363480064,4.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles,2016,SYC,100521,2658740224,5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles,2017,SYC,101828,2824383488,5.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles,2018,SYC,103120,2983293696,4.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles,2019,SYC,104386,3137071872,4.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles,2020,SYC,105545,2871729152,4.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles,2021,SYC,106486,2944095232,4.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles,2022,SYC,107135,3053368064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,2015,SLE,7314779,9188877312,4.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,2016,SLE,7493918,9765347328,4.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,2017,SLE,7677570,10128155648,4.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,2018,SLE,7861287,10480967680,4.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,2019,SLE,8046830,11031662592,4.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,2020,SLE,8233973,10814454784,3.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,2021,SLE,8420642,11258355712,4.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,2022,SLE,8605723,11681270784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Singapore,2015,SGP,5650020,374587424768,878.403,875.679,4.726,755.166,115.787,NA,0,NA,NA,0.131,0,NA,2.593,99.68989176949532,0.5380218419108314,85.97033480076914,13.181535126815369,NA,0,NA,NA,0.014913428118984112,0,NA,0.2951948023856931
Singapore,2016,SGP,5711936,388078796800,926.751,923.956,4.954,799.98,119.021,NA,0,NA,NA,0.237,0,NA,2.559,99.69840874193824,0.534555668135238,86.32092115357848,12.84282401637549,NA,0,NA,NA,0.025573212222053172,0,NA,0.27612594968875137
Singapore,2017,SGP,5764489,405715943424,950.002,947.202,10.446,813.88,122.877,NA,0,NA,NA,0.327,0,NA,2.474,99.70526377839205,1.0995766324702474,85.67139858652929,12.934393822328797,NA,0,NA,NA,0.03442098016635755,0,NA,0.26042050437788555
Singapore,2018,SGP,5814543,420222009344,950.595,947.803,5.552,819.388,122.863,NA,0,NA,NA,0.358,0,NA,2.434,99.70628921885766,0.5840552496068251,86.19738163992025,12.924852329330577,NA,0,NA,NA,0.03766062308343721,0,NA,0.25605015805889997
Singapore,2019,SGP,5866408,425816260608,929.679,926.739,5.325,795.926,125.488,NA,0,NA,NA,0.513,0,NA,2.427,99.6837618145618,0.5727783460742902,85.61299115070902,13.4979923177785,NA,0,NA,NA,0.05518033643870626,0,NA,0.2610578489994934
Singapore,2020,SGP,5909874,409204981760,910.518,907.557,5.037,776.536,125.984,NA,0,NA,NA,0.775,0,NA,2.186,99.67480049817796,0.5532015841531962,85.28507948222878,13.836519431795965,NA,0,NA,NA,0.08511638429992598,0,NA,0.24008311752211378
Singapore,2021,SGP,5941063,445551968256,910.714,907.528,5.397,768.612,133.519,NA,0,NA,NA,1.038,0,NA,2.147,99.65016459613007,0.592611950623357,84.39663824208257,14.660914403424128,NA,0,NA,NA,0.11397650634557062,0,NA,0.23574909356834303
Singapore,2022,SGP,5975689,461801127936,881.846,877.013,4.823,741.596,130.594,NA,0,NA,NA,1.74,0,NA,3.094,99.45194512420537,0.5469208909492134,84.09586254289297,14.809161690363167,NA,0,NA,NA,0.1973133631042155,0,NA,0.35085491117496703
Slovakia,2015,SVK,5424449,132755570688,182.99,125.02,37.683,42.22,45.118,57.97,39.14,18.83,10.411,1.363,0.016,1.735,5.305,68.32067326083391,20.592928575331985,23.07229903273403,24.655992130717525,31.679326739166076,21.38914694792065,10.290179791245421,5.689381933438986,0.7448494453248811,0.008743647193835729,0.9481392425815619,2.8990655227061586
Slovakia,2016,SVK,5431205,135336427520,184.744,126.514,37.193,44.019,45.303,58.229,37.953,20.277,11.669,1.427,0.016,1.639,5.526,68.48070843978694,20.132182912570908,23.827025505564457,24.52204131121985,31.518750270644784,20.543562984454162,10.97572857575889,6.316307972112761,0.7724202139176374,0.008660633092279046,0.8871736023903348,2.9911661542458754
Slovakia,2017,SVK,5439418,139312660480,194.595,136.099,38.865,49.124,48.109,58.496,38.513,19.982,11.507,1.347,0.016,1.698,5.414,69.93961818135101,19.97225005781238,25.244225185641977,24.722629050078368,30.06038181864899,19.791361545774556,10.268506385056142,5.9133071250546,0.6922068912356433,0.00822220509262828,0.8725815154551761,2.782188648218094
Slovakia,2018,SVK,5446746,144927522816,191.296,135.674,38.574,49.683,47.416,55.622,37.684,17.938,9.498,1.548,0.016,1.689,5.187,70.92359484777518,20.16456172632988,25.971792405486788,24.786717965874875,29.076405152224826,19.699314151890263,9.3770910003345609,4.965080294412847,0.8092171294747408,0.008364001338240215,0.8829248912679827,2.7115046838407495
Slovakia,2019,SVK,5453932,148579172352,184.849,125.968,31.428,47.018,47.523,58.881,38.655,20.225,11.482,1.553,0.016,1.77,5.404,68.1464330345309,17.00198540430297,25.435896326190566,25.709092286136254,31.853566965469117,20.911663033070237,10.941362950299977,6.211556459596752,0.8401451995953454,0.008655713582437559,0.9575383150571548,2.923467262468285
Slovakia,2020,SVK,5456681,143565094912,181.125,121.471,26.94,46.985,47.546,59.654,38.922,20.733,11.863,1.741,0.011,1.777,5.341,67.06473429951691,14.873706004140788,25.94064872325742,26.250379572118703,32.93526570048309,21.48902691511387,11.44679089026915,6.5496204278812975,0.9612146307798484,0.006073153899240855,0.9810904071773636,2.9487922705314014
Slovakia,2021,SVK,5447621,147892584448,195.223,135.072,32.705,49.438,52.929,60.151,39.497,20.654,11.142,1.756,0.013,1.857,5.886,69.18856896984474,16.752636728254352,25.32386040579235,27.112071835798034,30.811431030155255,20.231734990241925,10.57969603991333,5.707319322006115,0.8994841796304738,0.006659051443733576,0.9512198870010193,3.015013599831987
Slovakia,2022,SVK,5643455,150360424448,179.893,122.055,27.929,50.027,44.099,57.838,39.829,18.009,9.589,1.695,0.01,1.959,4.756,67.84866559565964,15.525340063259826,27.80930886693757,24.514016665462247,32.15133440434036,22.14038345016204,10.010950954178318,5.3303908434458265,0.942226768134391,0.005558859988993458,1.0889806718438182,2.6437938107652883
Slovenia,2015,SVN,2080865,54414237696,74.716,47.925,12.383,27.818,7.724,26.791,14.595,12.195,10.255,0.738,0.016,0.334,0.852,64.14288773488946,16.573424701536485,37.23165051662295,10.337812516730018,35.85711226511056,19.533968627870873,16.321805235826332,13.725306493923659,0.9877402430536968,0.02141442261363028,0.44702607205953215,1.1403180041758125
Slovenia,2016,SVN,2090020,56151179264,79.858,51.279,13.236,29.853,8.191,28.579,14.681,13.898,12.055,0.715,0.016,0.209,0.903,64.21272759147487,16.574419594780736,37.38260412231711,10.256956097072303,35.78727240852513,18.3838813894663,17.403391019058827,15.095544591650178,0.8953392271281524,0.020035563124546067,0.26171454331438304,1.1307570938415688
Slovenia,2017,SVN,2098396,58855038976,80.721,52.384,13.195,30.568,8.622,28.336,16.051,12.285,10.295,0.755,0.015,0.282,0.938,64.8951326172867,16.346427819278748,37.868708266745955,10.681235366261568,35.103628547713726,19.884540578040408,15.21908796967332,12.753806320536167,0.9353204246726378,0.018582524993496115,0.3493514698777269,1.1620272295932903
Slovenia,2018,SVN,2105931,61476691968,82.391,52.877,12.899,31.447,8.531,29.514,14.665,14.849,12.446,0.675,0.016,0.841,0.871,64.1781262516537,15.655836195700983,38.16800378682137,10.354286269131336,35.82187374834629,17.799274192569577,18.022599555776722,15.10601886128339,0.8192642400262166,0.019419596800621424,1.0207425568326636,1.0571543008338289
Slovenia,2019,SVN,2112905,63598211072,80.002,50.738,12.195,29.977,8.567,29.264,14.725,14.539,11.808,0.799,0.016,1.099,0.818,63.420914477138076,15.243368915777106,37.47031324216895,10.708482287942802,36.57908552286193,18.40578985525362,18.17329566760831,14.75963100922477,0.9987250318742033,0.01999950001249969,1.3737156571085725,1.0224744381390465
Slovenia,2020,SVN,2117648,60849950720,77.295,45.377,11.744,25.082,8.552,31.918,16.01,15.908,12.958,0.967,0.016,1.081,0.885,58.70625525583802,15.193738275438257,32.4497056730707,11.064105052073225,41.29374474416198,20.71285335403325,20.580891390128727,16.764344394850898,1.2510511676046314,0.020699915906591627,1.398538068439097,1.1449640985833496
Slovenia,2021,SVN,2119408,65846345728,76.582,46.636,10.787,26.842,9.007,29.946,14.327,15.618,12.331,1.186,0.015,1.191,0.895,60.896816484291364,14.085555352432689,35.05001175210885,11.761249379749811,39.10318351570866,18.708051500352564,20.393826225483796,16.10169491525424,1.5486667885403882,0.01958684808440626,1.555195737901857,1.1686819357029068
Slovenia,2022,SVN,2119843,69385347072,70.602,44.889,8.716,28.228,7.945,25.713,14.024,11.689,8.209,1.683,0.015,0.913,0.869,63.580351831392875,12.34525934109515,39.98187020197728,11.253222288320444,36.419648168607125,19.863459958641396,16.556188209965722,11.627149372539021,2.3837851618934307,0.021245857057873713,1.2931644995892468,1.2308433188861505
Solomon Islands,2015,SLB,612670,NA,1.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2016,SLB,628110,NA,1.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2017,SLB,643641,NA,1.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2018,SLB,659259,NA,1.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2019,SLB,675000,NA,1.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2020,SLB,691198,NA,1.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2021,SLB,707855,NA,1.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2022,SLB,724272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,2015,SOM,13763909,NA,3.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,2016,SOM,14292848,NA,3.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,2017,SOM,14864224,NA,3.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,2018,SOM,15411101,NA,3.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,2019,SOM,15981312,NA,3.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,2020,SOM,16537018,NA,3.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,2021,SOM,17065588,NA,3.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,2022,SOM,17597508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,2015,ZAF,55876504,695933206528,1417.702,1366.867,976.488,347.193,43.186,50.835,31.622,19.212,1.966,7.403,8.27,0.563,1.01,96.41426759643423,68.87822687701647,24.489843422665693,3.0461972967520676,3.5857324035657707,2.230511066500576,1.3551508003797694,0.13867512354500452,0.5221830821992209,0.5833383884624554,0.03971215389411879,0.07124205227896976
South Africa,2016,ZAF,56422272,700558016512,1482.439,1420.577,1050.054,333.977,36.547,61.862,38.6,23.262,1.67,8.765,11.268,0.501,1.058,95.82701210640032,70.83286394920802,22.528886517421626,2.4653290961719163,4.172987893599669,2.6038170879206497,1.5691708056790197,0.11265219007325089,0.5912553568814636,0.760098729188857,0.03379565702197527,0.07136887251347274
South Africa,2017,ZAF,56641208,708670128128,1476.937,1406.92,1032.945,333.866,40.109,70.017,36.246,33.772,2.065,11.281,18.688,0.504,1.233,95.25931031587672,69.93832506058146,22.605297314645107,2.715687940650143,4.740689684123291,2.4541331146826173,2.286624277135721,0.13981639027257087,0.7638105078280252,1.2653214050430046,0.03412467830381391,0.08348358799325904
South Africa,2018,ZAF,57339632,719458336768,1421.174,1357.606,980.26,333.238,44.108,63.568,29.4,34.168,2.918,12.099,16.959,0.815,1.377,95.52707831694079,68.9753682518819,23.448078841858912,3.103631223199974,4.472921683059218,2.0687122055427416,2.404209477516476,0.20532320461815373,0.8513384005054976,1.1933091936666447,0.05734695399718824,0.09689172472899167
South Africa,2019,ZAF,58087060,721641603072,1485.7,1417.754,1044.748,330.394,42.612,67.946,33.521,34.425,1.953,12.924,17.482,0.693,1.373,95.42666756411118,70.32025307935653,22.238271521841558,2.868142962913105,4.573332435888807,2.256242848488928,2.3170895873998787,0.13145318704987546,0.8698929797401898,1.1766843911960692,0.04664467927576226,0.09241435013798209
South Africa,2020,ZAF,58801928,675871719424,1392.896,1330.242,1022.687,267.85,39.705,62.655,24.957,37.697,3.848,14.97,16.837,0.735,1.308,95.50188958831097,73.4216337759603,19.229719950376772,2.850535861973902,4.498182204557986,1.7917346305826136,2.706375781106414,0.27625895975004594,1.074739248299945,1.2087765346443669,0.05276775868406543,0.0939050725969491
South Africa,2021,ZAF,59392256,709077893120,1406.093,1327.175,996.153,288.83,42.192,78.918,31.023,47.895,5.28,17.754,22.639,0.913,1.308,94.38742672070765,70.84545616826198,20.54131554598451,3.0006550064611655,5.612573279292337,2.2063263240767146,3.406246955215622,0.37550859011459414,1.2626476342603228,1.6100641991674804,0.06493169370731523,0.09302371891475172
South Africa,2022,ZAF,59893884,723559317504,1353.265,1276.461,938.539,295.22,42.701,76.804,25.268,51.536,8.082,16.164,25.289,0.693,1.308,94.32454101746515,69.35367426187776,21.815387230143394,3.155405630087233,5.675458982534832,1.8671878752498587,3.8082711072849738,0.59722227353844215,1.1944445470768843,1.8687396777423488,0.05120948225218267,0.09665512667511536
South Korea,2015,KOR,50994396,1803763843072,3309.518,2833.904,993.216,1384.19,456.497,475.614,425.773,49.841,5.778,11.391,3.615,5.18,23.876,85.62890426944347,30.010895846464653,41.8245194617464,13.79345874535204,14.371095730556533,12.865106036589014,1.5059896939675204,0.17458735682960477,0.3441890933966819,0.10923040756992408,0.1565182603629894,0.7214343599279412
South Korea,2016,KOR,51309984,1856920748032,3407.431,2933.451,947.837,1509.177,476.437,473.98,416.145,57.835,7.62,14.767,4.506,5.151,25.792,86.08981370422468,27.81676283393559,44.29075746508146,13.982293405207619,13.910186295775324,12.212866526130682,1.6973197696446385,0.22362888639564527,0.4333763471659441,0.13224038872687371,0.15116960548870984,0.7569338894903521
South Korea,2017,KOR,51511640,1915599585280,3445.807,2997.258,1002.235,1497.459,497.564,448.55,379.047,69.503,7.475,20.596,5.773,4.979,30.68,86.98275904599416,29.085639445273635,43.45742521272956,14.43969438799097,13.017269974783845,11.000238841002995,2.0170311337808533,0.21693031559805875,0.5977119438204171,0.16753695143111613,0.14449445369401132,0.8903574692372499
South Korea,2018,KOR,51676900,1971285917696,3503.051,3076.133,1007.749,1490.344,578.04,426.917,338.947,87.97,8.888,26.9,6.522,7.946,37.714,87.81296646837285,28.767751311642336,42.54417078141312,16.5010443753174,12.187004985083002,9.675765496991051,2.511239488091952,0.25372168432603465,0.7679020373954019,0.1861805608882086,0.22683083974512505,1.0766043657371815
South Korea,2019,KOR,51803832,2015521669120,3462.676,2991.021,955.366,1475.317,560.338,471.654,369.074,102.581,7.351,37.412,7.062,8.138,42.618,86.37888731143197,27.590395405172185,42.606267522575024,16.18222438368476,13.621083809169557,10.65863511342095,2.962477575147083,0.2122924582028466,1.0804360558134807,0.20394631204305574,0.2350205448040764,1.2307822042836236
South Korea,2020,KOR,51844688,2001231675392,3346.965,2821.208,840.159,1405.675,575.373,525.757,403.691,122.066,10.183,50.787,8.273,8.025,44.799,84.29152978892817,25.1021149011119,41.998497145921746,17.190887864079844,15.70847021107182,12.06140488472392,3.6470653263479003,0.30424578685465786,1.517404573994649,0.24717916082181915,0.2397694627819532,1.3384962197094978
South Korea,2021,KOR,51830136,2084182687744,3506.508,2967.049,843.54,1499.434,624.074,539.459,396.769,142.691,7.993,64.678,8.321,6.944,54.755,84.61549210781781,24.056411677942844,42.76145954893016,17.797592362544158,15.384507892182192,11.315217304509217,4.069319106073621,0.227947576335203,1.8445131167531916,0.2373016117459307,0.19803177406125982,1.5615250271780359
South Korea,2022,KOR,51815808,2137558614016,3542.344,2938.851,796.568,1518.494,623.789,603.493,440.451,163.042,9.232,80.107,8.785,7.943,56.974,82.9634558360227,22.48703118612986,42.86692653226225,17.609498117630583,17.0365441639773,12.433885585363816,4.602658578613483,0.2606183927930206,2.2614122174469786,0.24799962962377453,0.22423005783740935,1.6083700510170666
South Sudan,2015,SSD,11194300,NA,8.004,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
South Sudan,2016,SSD,11066116,NA,7.728,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
South Sudan,2017,SSD,10658230,NA,6.773,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
South Sudan,2018,SSD,10395332,NA,6.983,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
South Sudan,2019,SSD,10447677,NA,7.809,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
South Sudan,2020,SSD,10606224,NA,7.458,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
South Sudan,2021,SSD,10748278,NA,7.868,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
South Sudan,2022,SSD,10913172,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,2015,ESP,46431344,1488098820096,1573.144,1145.939,159.173,701.328,285.438,427.206,148.086,279.12,75.78,37.32,132.831,14.788,18.4,72.8438718896681,10.118145573450365,44.581297071342476,18.14442924487523,27.156191677303543,9.413378559114742,17.7428131181888,4.817105109258911,2.372319380806843,8.443664407072715,0.9400283762961306,1.1696322777825805
Spain,2016,ESP,46473320,1533303980032,1582.913,1132.507,122.07,719.221,291.216,450.407,150.585,299.822,97.406,36.519,130.945,16.87,18.083,71.545751408953,7.711731472291906,45.43654641790168,18.3974735187594,28.45431176571296,9.513157071803693,18.94115469390927,6.153591511346486,2.30707562576086,8.272406632581827,1.0657566145454616,1.1423874843405795
Spain,2017,ESP,46584168,1578931453952,1602.043,1197.184,156.41,723.653,317.121,404.858,148.404,256.454,48.76,38.111,130.741,19.439,19.402,74.72858094320814,9.76315866677736,45.17063524512139,19.794787031309397,25.27135663649478,9.263421768329565,16.007934868165215,3.043613685774976,2.3788999421363846,8.160892060949676,1.213388154999585,1.211078604007508
Spain,2018,ESP,46792044,1615001419776,1628.671,1182.64,134.022,733.645,314.973,446.032,141.58,304.451,90.838,33.717,134.657,25.525,19.714,72.61380598045892,8.228917933701773,45.04562308778139,19.339264958975754,27.386255419295853,8.692977280248742,18.693216739292346,5.57743092374089,2.0702155315591666,8.267906777980329,1.5672287404884102,1.2104347655235466
Spain,2019,ESP,47131372,1647042625536,1583.871,1154.336,58.984,735.607,359.745,429.535,147.41,282.125,59.273,39.825,139.941,25.091,17.995,72.88068283338731,3.724040657351514,46.443618198704314,22.71302397733149,27.11931716661268,9.306944820632488,17.812372345980197,3.74228709282511,2.5144093174254722,8.835378638790658,1.5841567905467049,1.1361405063922505
Spain,2020,ESP,47363808,1460507901952,1422.96,951.118,34.386,591.83,324.902,471.842,146.925,324.917,80.119,54.278,148.237,22.691,19.591,66.84081070444708,2.4165120593692024,41.59147129926351,22.83282734581436,33.159189295552935,10.325307809074042,22.833881486478884,5.630446393433406,3.814443132624951,10.41750997919829,1.5946337212570976,1.376777983920841
Spain,2021,ESP,47486932,1541122031616,1530.27,1033.12,35.731,654.146,343.243,497.149,142.03,355.12,77.522,70.907,162.394,22.3,21.997,67.51226907669887,2.33494742757814,42.74709691753743,22.430224731583316,32.48766557535598,9.281368647362884,23.206362275938233,5.065903402667503,4.633626745606985,10.612114202068916,1.4572591764851954,1.4374587491096342
Spain,2022,ESP,47558632,1625139970048,1591.031,1098.455,43.427,725.287,329.742,492.576,146.58,345.996,45.859,93.135,163.686,21.763,21.552,69.04045238590574,2.729487986092037,45.585975383257775,20.725051868882506,30.95954761409426,9.21289402909183,21.746653585002427,2.88234484431793,5.853751435390009,10.288045927452075,1.3678551832113897,1.3545933423044554
Sri Lanka,2015,LKA,21336692,244914323456,91.3,NA,14.409,59.549,NA,17.342,0,17.342,16.104,0.131,0.924,NA,0.183,NA,15.782037239868565,65.22343921139102,NA,18.994523548740418,0,18.994523548740418,17.63855421686747,0.1434830230010953,1.0120481927710845,NA,0.20043811610076673
Sri Lanka,2016,LKA,21425494,257292304384,100.872,NA,15.254,72.915,NA,12.703,0,12.703,11.328,0.222,0.923,NA,0.23,NA,15.122134982948687,72.28467761123008,NA,12.593187405821238,0,12.593187405821238,11.230073756840351,0.2200808945990959,0.915021016734079,NA,0.228011737647712
Sri Lanka,2017,LKA,21506816,273915969536,106.731,NA,15.801,78.414,NA,12.516,0,12.516,10.729,0.598,0.976,NA,0.214,NA,14.804508530792369,73.46881412148298,NA,11.726677347724653,0,11.726677347724653,10.052374661532264,0.5602870768567708,0.9144484732645622,NA,0.2005040709821889
Sri Lanka,2018,LKA,21580712,280243404800,112.369,NA,15.27,78.145,NA,18.954,0,18.954,16.963,0.85,0.863,NA,0.278,NA,13.589157151883526,69.54320141676085,NA,16.867641431355622,0,16.867641431355622,15.09580044318273,0.7564363837001308,0.7680054107449563,NA,0.2473991937278075
Sri Lanka,2019,LKA,21649664,279626874880,113.035,NA,16.297,81.442,NA,15.296,0,15.296,12.684,1.319,0.918,NA,0.375,NA,14.417658247445484,72.05024992259035,NA,13.532091829964171,0,13.532091829964171,11.221303136196752,1.1668952094484009,0.8121378334144292,NA,0.3317556509045871
Sri Lanka,2020,LKA,21715076,269918240768,106,NA,19.583,69.958,NA,16.459,0,16.459,13.069,2.151,0.92,NA,0.319,NA,18.474528301886792,65.99811320754718,NA,15.527358490566037,0,15.527358490566037,12.329245283018869,2.029245283018868,0.8679245283018869,NA,0.3009433962264151
Sri Lanka,2021,LKA,21773438,278898409472,109.638,NA,19.567,66.111,NA,23.959,0,23.959,18.91,2.82,1.71,NA,0.52,NA,17.84691439099582,60.299348765938824,NA,21.852824750542695,0,21.852824750542695,17.24766960360459,2.5721009139167075,1.5596782137580036,NA,0.47428811178605956
Sri Lanka,2022,LKA,21832150,254748606464,97.577,NA,18.344,55.179,NA,24.054,0,24.054,17.919,3.706,1.909,NA,0.52,NA,18.799512180124417,56.54918679606875,NA,24.651301023806838,0,24.651301023806838,18.36395871978028,3.798026174200887,1.9564036606987305,NA,0.5329124691269459
Sudan,2015,SDN,38171172,NA,91.009,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Sudan,2016,SDN,39377168,NA,105.69,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Sudan,2017,SDN,40679820,NA,107.986,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Sudan,2018,SDN,41999064,NA,107.297,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Sudan,2019,SDN,43232092,NA,106.323,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
